genes,lfc_liu2020,qval_liu2020
AT4G23550,-0.560207573,0.009122938
AT2G35170,-0.560330992,0.013129743
AT1G66900,-0.560587893,0.002684783
AT4G19410,-0.560959518,3.06E-08
AT4G32190,-0.561342596,0.003924572
AT5G58620,-0.561436035,1.50E-07
AT4G32020,-0.561662669,4.39E-05
AT1G18480,-0.562566389,1.47E-06
AT1G35670,-0.563733551,0.007394846
AT5G46180,-0.563827467,0.000235968
AT5G05700,-0.564044517,9.39E-09
AT1G11210,-0.564089595,0.028113347
AT4G29160,-0.564637811,2.55E-07
AT3G53370,-0.565195889,0.046917863
AT5G50780,-0.565290191,2.24E-06
AT3G09085,-0.565764058,0.009108328
AT3G15770,-0.5658006,4.56E-05
AT2G18090,-0.566191332,9.61E-10
AT4G16840,-0.566769615,0.02242137
AT3G07720,-0.56687745,0.000436543
AT3G47780,-0.567621663,0.006653273
AT5G11970,-0.567741752,0.003356744
AT1G29690,-0.568223087,0.013058537
AT5G13320,-0.568744036,0.025053704
AT5G12890,-0.568847598,2.43E-06
AT4G26970,-0.568912714,7.46E-14
AT4G32650,-0.569536028,0.003082122
AT1G70090,-0.569540021,1.46E-09
AT1G30320,-0.569708351,0.004629777
AT3G48890,-0.570261,2.54E-07
AT5G54850,-0.570545153,0.00268719
AT2G31955,-0.570908754,6.31E-12
AT5G08130,-0.571429271,0.003635773
AT2G24820,-0.57173796,3.24E-05
AT5G02600,-0.572870496,0.000195937
AT2G41250,-0.572934191,0.000351865
AT4G36760,-0.573628514,6.67E-13
AT3G61070,-0.574077518,8.28E-07
AT1G70740,-0.574588194,0.002661056
AT1G55500,-0.575176258,3.48E-05
AT3G06860,-0.575186802,2.25E-08
AT5G43430,-0.576354996,3.32E-08
AT3G26500,-0.576858041,0.007231643
AT3G13510,-0.577155241,0.00149448
AT2G45290,-0.577847324,0.000876163
AT3G19580,-0.578032642,0.025226121
AT4G33940,-0.578099053,3.04E-08
AT5G54590,-0.578663058,0.008290873
AT4G24660,-0.57890997,0.033090537
AT4G12290,-0.579225449,0.009578375
AT1G73670,-0.579259331,5.42E-05
AT3G27870,-0.580247041,0.001591374
AT4G11450,-0.581018641,0.002808822
AT1G55610,-0.581157001,0.010217534
AT5G44090,-0.581491245,7.29E-18
AT2G46320,-0.581960832,3.34E-05
AT1G54210,-0.581983038,0.001521129
AT4G30850,-0.582033056,0.001896693
AT4G14430,-0.582479245,0.000270068
AT1G26450,-0.5826621,0.047809377
AT2G19460,-0.582877935,0.000119204
AT3G50310,-0.583009137,0.004864502
AT4G05320,-0.583768551,9.64E-11
AT2G38465,-0.584130687,0.02177896
AT3G47460,-0.584142433,0.001685295
AT3G30390,-0.584231494,7.99E-07
AT5G22290,-0.584716602,7.22E-07
AT1G20930,-0.585030042,0.026796871
AT2G46735,-0.585623439,0.03457721
AT3G53120,-0.58564558,6.69E-08
AT4G30490,-0.585973324,0.000142941
AT3G46280,-0.585990197,0.002091774
AT5G17990,-0.586163846,3.71E-09
AT5G02580,-0.586196446,0.001188762
AT4G15260,-0.586224668,2.54E-06
AT5G23810,-0.586571464,4.96E-05
AT1G29120,-0.586686731,4.50E-08
AT5G43630,-0.58700898,0.015949703
AT1G44170,-0.58735708,0.000121761
AT5G08750,-0.587418646,1.23E-05
AT5G17650,-0.587983077,0.0333506
AT3G22880,-0.588532906,0.001063543
AT1G20630,-0.588853749,1.75E-11
AT4G23250,-0.588904969,0.009639547
AT5G20380,-0.588926844,2.18E-05
AT3G11490,-0.590862,0.007235727
AT2G46830,-0.590995377,0.028750375
AT5G03330,-0.590998254,4.72E-05
AT5G23820,-0.591491541,0.037447344
AT3G23510,-0.59192085,0.027336878
AT3G54110,-0.592012661,3.71E-08
AT3G53930,-0.592373861,1.40E-08
AT3G14590,-0.592780304,0.003252685
AT3G47820,-0.592999324,0.003339356
AT1G56300,-0.593102427,2.05E-05
AT3G19800,-0.593219798,0.000296578
AT4G30340,-0.594574961,0.004224776
AT5G05850,-0.594803193,0.000215341
AT3G62920,-0.594974967,0.014363161
AT5G63880,-0.595179779,0.001645416
AT4G13250,-0.595789577,0.000110926
AT1G03610,-0.596385926,0.036449731
AT1G31930,-0.596414023,2.35E-15
AT1G07420,-0.596692921,2.82E-06
AT5G40540,-0.596822169,0.000801213
AT1G51660,-0.597349441,0.004894178
AT3G26290,-0.597787611,1.21E-06
AT4G14490,-0.598275812,0.009545815
AT5G03180,-0.599588654,0.00192546
AT1G36060,-0.600133753,0.008898398
AT1G04280,-0.600309409,0.00069563
AT5G37600,-0.600568549,0.000161513
AT3G47560,-0.600804362,0.000594511
AT4G04800,-0.601483279,2.34E-05
AT2G47650,-0.601510983,2.05E-17
AT5G66490,-0.602074237,0.00608802
AT3G20300,-0.602147971,7.70E-05
AT2G23150,-0.602261577,1.95E-05
AT3G50750,-0.602469056,0.00034363
AT5G16760,-0.602645468,5.07E-11
AT4G13110,-0.602820901,0.002923935
AT1G60440,-0.603096063,8.33E-08
AT5G51910,-0.603229222,0.00694748
AT2G22860,-0.603232422,0.007463747
AT1G70830,-0.603420368,0.000165177
AT2G31820,-0.603625994,1.04E-08
AT1G76130,-0.604965185,0.027388125
AT4G28550,-0.605127604,0.001022709
AT1G70000,-0.605595902,0.001382109
AT1G70670,-0.605611164,0.009886446
AT5G45710,-0.606728805,7.18E-06
AT5G34930,-0.606949328,2.13E-05
AT5G47730,-0.607619748,0.001679322
AT2G41280,-0.608251244,0.041927202
AT5G54780,-0.608284723,7.12E-05
AT5G08170,-0.609120134,3.38E-06
AT5G44390,-0.60917283,0.008820344
AT2G39200,-0.609525255,0.017309732
AT2G20570,-0.61018029,1.46E-05
AT3G10400,-0.610258636,0.014612806
AT1G54710,-0.610603009,1.79E-07
AT1G27030,-0.612151424,0.000200727
AT2G23330,-0.613542833,1.38E-07
AT3G26200,-0.613780601,6.57E-06
AT4G34610,-0.613989487,0.043477457
AT3G14560,-0.614005304,0.00027037
AT1G59960,-0.614333409,5.31E-07
AT2G38230,-0.61433901,0.000135496
AT4G21580,-0.614408578,9.57E-11
AT1G32928,-0.615741216,0.008720896
AT2G34070,-0.616876243,3.85E-09
AT1G70210,-0.617026359,0.018479195
AT1G02816,-0.617368036,0.000262451
AT5G51640,-0.617689091,9.29E-07
AT5G45830,-0.617872791,0.002085458
AT5G55560,-0.61852415,0.002721871
AT5G23510,-0.618703617,0.000928447
AT1G01490,-0.619776113,6.61E-15
AT5G02590,-0.620184664,0.002949612
AT4G32400,-0.620252939,1.04E-06
AT2G41705,-0.620307421,2.30E-07
AT2G21190,-0.620364481,1.11E-07
AT5G56750,-0.620572955,2.50E-09
AT1G61660,-0.620730631,0.003236048
AT3G03870,-0.621006172,2.68E-05
AT1G10060,-0.621236938,1.40E-08
AT5G63620,-0.622189744,1.43E-15
AT4G18140,-0.622208745,5.70E-09
AT1G22430,-0.622621439,1.85E-08
AT4G18250,-0.622870111,0.019580768
AT5G02620,-0.622894709,7.18E-05
AT5G63800,-0.623619074,2.97E-05
AT2G18790,-0.624136644,3.55E-10
AT1G04000,-0.625130223,0.001714378
AT5G15820,-0.62519815,0.000684097
AT1G17860,-0.625689589,0.000202931
AT5G55200,-0.625914241,6.35E-05
AT3G06500,-0.625918736,0.023118956
AT5G24870,-0.626053123,2.08E-05
AT3G13910,-0.626234959,0.002172052
AT2G40080,-0.626460939,0.039351557
AT3G47480,-0.627139463,0.007176968
AT5G09790,-0.627225502,0.005990408
AT5G54930,-0.627576333,0.000437991
AT4G39640,-0.627583589,1.37E-07
AT1G28380,-0.62787357,0.01009274
AT3G20410,-0.628040254,3.69E-14
AT1G43675,-0.629587531,0.000126636
AT2G30860,-0.629642279,3.79E-06
AT5G41600,-0.630355089,3.89E-05
AT2G07680,-0.630571047,7.29E-05
AT3G07273,-0.631644451,0.002672018
AT3G21780,-0.631669188,4.05E-05
AT2G31260,-0.632356345,6.71E-06
AT3G51890,-0.632443733,4.28E-13
AT1G76930,-0.632754896,0.003691397
AT4G02860,-0.632775909,0.000146818
AT1G02920,-0.633054081,0.000387936
AT3G10190,-0.633657629,0.005114872
AT4G36640,-0.633952475,0.000170231
AT5G41170,-0.635299729,0.028237006
AT3G05500,-0.635410698,0.015332325
AT1G09940,-0.635411206,0.002479595
AT5G05380,-0.635553997,0.042313757
AT4G18020,-0.635713722,8.78E-08
AT1G18210,-0.635813377,6.17E-06
AT1G71080,-0.636981172,1.20E-10
AT4G00750,-0.637112567,8.52E-05
AT2G38400,-0.63747371,3.15E-08
AT5G42830,-0.63751475,0.007486392
AT5G24160,-0.637717879,6.30E-06
AT5G07100,-0.637834316,3.03E-09
AT1G72690,-0.639233474,0.030388178
AT1G72770,-0.639696704,1.41E-14
AT4G28350,-0.640171161,0.001756448
AT3G16720,-0.64033313,1.42E-08
AT1G66590,-0.640511373,0.003803591
AT4G11820,-0.641296937,1.25E-08
AT3G44880,-0.641555884,5.77E-20
AT1G07890,-0.642027528,0.000332027
AT1G29330,-0.643139344,7.20E-05
AT1G09932,-0.643507008,0.001814433
AT1G48370,-0.64402765,3.98E-05
AT4G04620,-0.644538789,1.52E-06
AT4G37530,-0.646480099,0.000226664
AT5G61560,-0.646781518,0.000617534
AT1G76080,-0.647137812,2.73E-05
AT1G11050,-0.647509071,2.58E-05
AT3G48580,-0.647956913,0.01941733
AT4G25230,-0.648304626,1.93E-08
AT4G33440,-0.648600237,0.02301228
AT2G18690,-0.649433782,3.24E-05
AT1G73880,-0.650142516,0.001118325
AT1G74030,-0.65045226,5.10E-05
AT4G37260,-0.650870372,0.002255697
AT3G02800,-0.651803618,0.021585535
AT2G29660,-0.652106661,0.001588073
AT1G28960,-0.652121773,3.38E-11
AT5G53486,-0.652246376,0.012232636
AT1G01180,-0.652292141,0.001178756
AT4G37640,-0.653197707,7.72E-06
AT1G61420,-0.653235186,0.000328413
AT5G39610,-0.653274864,5.97E-08
AT2G41120,-0.653605389,0.00667316
AT2G31090,-0.654082035,5.91E-06
AT5G06320,-0.654304507,0.000428015
AT2G22250,-0.654759088,0.003285212
AT4G32070,-0.655021932,1.99E-10
AT5G53050,-0.655050659,0.005644717
AT2G20950,-0.655069868,0.012249751
AT2G24100,-0.655580208,0.015191705
AT1G55915,-0.655602483,0.035415271
AT4G01750,-0.655836859,2.33E-06
AT1G06050,-0.656255144,6.92E-05
AT2G46600,-0.657156607,0.000150226
AT4G21470,-0.657785824,6.38E-08
AT3G14770,-0.657925366,0.000198825
AT2G38800,-0.658145195,1.22E-10
AT3G10640,-0.658256682,1.51E-08
AT3G50060,-0.658348772,0.004804979
AT3G23200,-0.658600369,0.019620349
AT2G25460,-0.659070238,0.027844474
AT3G19200,-0.659622064,0.012465511
AT1G22930,-0.659779301,3.52E-19
AT4G24930,-0.659839277,0.000425227
AT4G11570,-0.659930049,9.43E-08
AT3G51130,-0.660658556,1.31E-17
AT1G69890,-0.661384672,5.69E-07
AT2G40340,-0.661396864,0.022150646
AT2G33150,-0.662073847,7.89E-19
AT2G18170,-0.662347274,4.99E-08
AT3G05160,-0.66282375,4.96E-05
AT3G05685,-0.663562779,0.017470188
AT1G52140,-0.663672709,0.000342072
AT4G34180,-0.664116073,1.03E-10
AT5G62570,-0.664220722,2.91E-05
AT3G05630,-0.664511615,0.046735147
AT4G32730,-0.664689867,4.61E-07
AT3G52450,-0.664875081,2.08E-05
AT1G18590,-0.666566766,0.000677282
AT2G32670,-0.667049917,0.010450021
AT5G16120,-0.66742842,4.95E-17
AT1G57610,-0.667452281,1.98E-05
AT1G58030,-0.667920987,1.79E-06
AT5G15240,-0.668216913,0.02962141
AT5G19850,-0.668488254,9.69E-06
AT5G16080,-0.668656179,0.019394032
AT5G52050,-0.669431412,1.99E-06
AT1G47128,-0.669942445,2.19E-10
AT1G49520,-0.670003992,0.028276415
AT5G20230,-0.670218314,1.82E-06
AT3G27960,-0.670414812,4.25E-05
AT5G43620,-0.671596266,0.0212194
AT2G24040,-0.671604272,0.040497304
AT2G24180,-0.672485642,8.28E-07
AT5G03310,-0.673094285,0.007380133
AT5G02180,-0.673206811,5.25E-05
AT1G73740,-0.673301439,8.52E-09
AT3G11900,-0.673381135,7.65E-06
AT4G23100,-0.673842274,1.94E-10
AT5G04760,-0.67398547,2.34E-06
AT2G35710,-0.674161039,0.042867689
AT5G43070,-0.674203236,0.02477662
AT4G37520,-0.674357161,0.003436008
AT4G14580,-0.674888203,0.019463271
AT3G56060,-0.677064291,0.001408379
AT1G17230,-0.677399425,1.87E-07
AT3G02620,-0.677710147,0.017668858
AT1G58340,-0.678251523,0.000100967
AT5G48530,-0.678672112,0.000147616
AT4G12250,-0.678844756,9.45E-05
AT5G18470,-0.679052143,4.03E-05
AT3G13720,-0.679185867,6.43E-06
AT5G67580,-0.679588278,1.39E-11
AT4G33150,-0.681143884,3.43E-07
AT5G24230,-0.681157546,0.000677282
AT4G21400,-0.681860361,3.07E-06
AT3G55560,-0.681861402,1.10E-09
AT3G05180,-0.682698404,0.002528167
AT1G06160,-0.68277769,0.009535482
AT3G02875,-0.683404231,3.38E-05
AT3G06250,-0.683874331,5.47E-12
AT5G47650,-0.684283172,0.00015967
AT2G02820,-0.684400477,0.043860919
AT5G19380,-0.684842948,0.004070741
AT3G17800,-0.685378825,9.61E-07
AT1G67520,-0.685930188,0.003469057
AT1G52410,-0.686128672,0.009651159
AT2G22990,-0.68624101,6.96E-17
AT5G24780,-0.686624602,0.030994135
AT4G01960,-0.686876982,1.16E-08
AT1G22640,-0.687315827,0.000513847
AT4G21650,-0.687399601,0.026600324
AT1G23550,-0.688108141,0.00544724
AT1G07240,-0.688126342,2.58E-07
AT5G07440,-0.688145329,2.06E-13
AT4G15940,-0.688354484,1.14E-08
AT4G22270,-0.688622915,0.049867071
AT2G19190,-0.689311989,6.31E-10
AT4G34890,-0.689443565,1.60E-10
AT1G74010,-0.689792941,0.028406158
AT5G25250,-0.690230773,1.88E-10
AT4G18050,-0.690640161,0.000407686
AT5G27030,-0.690658481,7.10E-07
AT2G37470,-0.691348199,0.011369835
AT2G31020,-0.691912528,2.12E-05
AT5G05730,-0.692870784,7.23E-09
AT3G60080,-0.693079373,5.31E-06
AT2G41410,-0.693652279,5.35E-09
AT5G28490,-0.694146615,0.027075735
AT3G44310,-0.694175015,3.64E-13
AT1G66580,-0.69523599,5.59E-05
AT3G23530,-0.695337252,2.07E-15
AT1G20350,-0.696124756,0.002190632
AT3G23050,-0.696643954,6.44E-12
AT5G15640,-0.696820928,1.79E-07
AT2G30720,-0.697233781,2.34E-06
AT3G11330,-0.697561575,5.83E-12
AT2G33590,-0.697744096,0.040783205
AT3G49120,-0.699714951,0.001883184
AT5G16450,-0.700206343,1.93E-08
AT1G20560,-0.701423518,2.13E-06
AT3G12040,-0.701835569,0.002007556
AT1G51620,-0.702143489,0.034582279
AT2G22680,-0.703071564,0.000235208
AT1G52190,-0.703235708,3.28E-06
AT2G28710,-0.703356173,0.009967451
AT3G61220,-0.703702893,0.001089006
AT3G46930,-0.703771083,0.00026976
AT5G25930,-0.704184163,0.003144122
AT1G78670,-0.704279249,3.00E-05
AT2G22690,-0.706477623,5.73E-07
AT1G69160,-0.707597038,5.09E-05
AT2G35940,-0.707928994,3.64E-08
AT1G72540,-0.70839833,0.009891593
AT5G63970,-0.708917737,0.001060282
AT2G31230,-0.709243271,0.000990107
AT1G03740,-0.710387449,7.15E-12
AT1G62380,-0.711063782,2.52E-22
AT3G02150,-0.712648279,3.02E-08
AT1G31040,-0.712709719,0.021319842
AT1G15330,-0.712903757,0.043432711
AT5G52430,-0.713908233,1.62E-06
AT5G27600,-0.71392695,1.42E-11
AT2G28110,-0.71442486,9.39E-07
AT4G15130,-0.714572392,0.007021052
AT1G06800,-0.71514269,3.76E-06
AT3G58750,-0.715245699,1.90E-14
AT1G33600,-0.715954704,6.30E-07
AT4G38060,-0.716504312,4.63E-10
AT3G48640,-0.716580705,0.021626187
AT4G03320,-0.716789164,0.004793356
AT1G14330,-0.716885924,4.00E-07
AT5G51600,-0.717545414,0.002029628
AT2G23450,-0.717574692,1.37E-11
AT1G04990,-0.718143496,8.35E-10
AT3G19030,-0.718795194,0.02073903
AT5G34940,-0.718901667,0.007382262
AT5G12010,-0.718949341,3.71E-05
AT1G27670,-0.720211749,0.005202514
AT5G37540,-0.720213457,1.79E-07
AT1G30410,-0.7204438,1.33E-10
AT1G50260,-0.722021813,5.54E-09
AT5G01720,-0.722930116,4.08E-07
AT2G27820,-0.722964691,3.67E-07
AT5G47740,-0.723574435,0.020676066
AT1G11580,-0.723794622,0.006463027
AT2G24570,-0.724063164,3.37E-06
AT5G66120,-0.724069495,7.79E-14
AT5G35735,-0.724465185,0.004313355
AT1G74750,-0.725509146,2.96E-05
AT1G52080,-0.725583131,0.000309448
AT3G23605,-0.725963169,0.000422056
AT1G27760,-0.726660544,0.002162103
AT5G12300,-0.727133085,0.016299221
AT1G65520,-0.727254037,0.000250424
AT2G31585,-0.727534267,0.000354781
AT3G50770,-0.727874763,0.000155647
AT1G19660,-0.728220485,1.68E-23
AT4G26470,-0.728914407,7.29E-05
AT5G10520,-0.72963839,0.020055731
AT2G25250,-0.730103954,0.004004787
AT3G49810,-0.730427072,5.07E-05
AT2G04400,-0.730496932,2.85E-12
AT4G02050,-0.731179385,4.29E-05
AT2G17705,-0.731222103,3.03E-08
AT3G02140,-0.73201416,1.27E-05
AT2G02710,-0.732192127,9.37E-26
AT5G12050,-0.732926522,2.06E-15
AT1G79410,-0.733015327,0.002916728
AT1G76350,-0.733809555,0.000102192
AT4G19040,-0.734511206,1.50E-14
AT2G38290,-0.734653309,5.38E-10
AT1G30330,-0.734972504,1.77E-12
AT2G01340,-0.735299954,0.000714469
AT4G01540,-0.735497675,0.001580743
AT5G01500,-0.735968352,2.42E-05
AT2G39250,-0.735979087,0.039641733
AT3G57760,-0.73616679,0.00064069
AT1G28230,-0.736726477,0.013658384
AT4G01700,-0.736810621,0.009854537
AT4G17650,-0.73704165,7.77E-13
AT5G17850,-0.737216578,0.019524393
AT5G60270,-0.737566591,1.11E-10
AT1G34370,-0.737882626,1.20E-26
AT1G70690,-0.737970314,0.016672863
AT2G39435,-0.737995343,0.001151674
AT5G58340,-0.738155618,1.28E-09
AT1G32920,-0.73903202,0.00391091
AT1G15170,-0.739402977,0.00014908
AT1G54100,-0.739527133,5.70E-11
AT4G30190,-0.739897718,2.77E-18
AT3G02360,-0.740256094,7.60E-17
AT2G32930,-0.740282889,0.014200371
AT2G39710,-0.740293275,0.000155057
AT4G15400,-0.741578195,0.04043354
AT2G24580,-0.742568984,0.045939296
AT5G47250,-0.743206648,0.030247687
AT4G02380,-0.743374084,1.76E-09
AT5G26920,-0.743521296,7.39E-05
AT5G58730,-0.743700614,1.51E-06
AT2G20320,-0.743778792,1.62E-09
AT2G21188,-0.74418064,0.01204151
AT1G57630,-0.744192289,0.000520643
AT2G07042,-0.744308465,0.031632658
AT5G27520,-0.744807716,0.005429926
AT5G55180,-0.745587368,0.010254227
AT5G66480,-0.746109941,9.36E-05
AT4G39890,-0.746114043,0.004511412
AT3G11660,-0.746396446,1.35E-06
AT4G13630,-0.747163379,4.89E-08
AT5G26600,-0.748080748,3.85E-08
AT5G50200,-0.748131305,5.42E-05
AT3G18950,-0.749205596,0.00014186
AT3G60160,-0.751414075,0.000405617
AT3G05330,-0.7514792,5.92E-05
AT1G72910,-0.752292926,0.02408186
AT3G57750,-0.7527528,4.36E-08
AT5G40690,-0.753107143,0.000783695
AT3G19210,-0.753329554,0.001094324
AT4G08390,-0.753510968,1.69E-07
AT4G13660,-0.753623803,0.023477601
AT3G26590,-0.754483069,0.000644648
AT3G23020,-0.754991723,0.000696498
AT3G21870,-0.755361644,0.000139219
AT1G76520,-0.755719163,1.39E-09
AT4G35480,-0.755853252,1.32E-05
AT3G12800,-0.756451507,1.22E-13
AT1G28610,-0.75704026,0.01247041
AT1G58190,-0.757845145,6.28E-05
AT4G20830,-0.759151523,0.00039785
AT1G79680,-0.759163723,0.02265216
AT1G24100,-0.7592306,2.69E-06
AT4G39400,-0.759771214,3.63E-13
AT4G19520,-0.760063933,1.55E-15
AT5G66070,-0.760737455,0.000104823
AT3G08720,-0.760906674,0.006538637
AT4G38420,-0.761215263,0.000950213
AT3G51090,-0.761244834,6.11E-07
AT2G23430,-0.761282945,0.000645719
AT4G12120,-0.761510421,1.06E-05
AT3G16860,-0.761943694,0.001685329
AT5G57910,-0.76271939,4.01E-15
AT1G58270,-0.763116612,0.005297641
AT5G04980,-0.763708372,0.004384065
AT4G19700,-0.766680684,1.11E-12
AT1G76705,-0.766751027,0.001351995
AT1G65690,-0.767235173,0.001504637
AT2G16500,-0.767418295,1.51E-14
AT2G38470,-0.767972815,2.59E-06
AT2G18860,-0.768404086,7.72E-10
AT1G10682,-0.769448944,9.45E-06
AT4G17940,-0.769991381,0.00454667
AT1G56140,-0.770376276,5.00E-08
AT5G07010,-0.770941806,8.38E-07
AT4G11370,-0.772873944,0.020459552
AT1G22690,-0.773127961,0.006163216
AT4G34990,-0.773698899,0.001151584
AT4G32290,-0.774725005,0.000108848
AT1G18485,-0.774881778,3.83E-07
AT1G56660,-0.775655662,0.014012186
AT3G57450,-0.775669935,0.003280047
AT5G38200,-0.777753819,5.66E-05
AT5G03630,-0.779450655,5.61E-06
AT1G69750,-0.779826182,3.63E-09
AT1G49530,-0.779844448,0.000839309
AT3G04640,-0.780195082,0.02965274
AT5G03860,-0.780724832,0.012209421
AT3G22890,-0.780914911,2.26E-07
AT1G48850,-0.781258992,3.26E-10
AT3G54640,-0.781537719,2.01E-06
AT3G61680,-0.781555647,0.006208438
AT4G04610,-0.783895348,3.14E-08
AT5G65210,-0.784011452,6.43E-11
AT3G57520,-0.784333809,1.46E-16
AT2G15390,-0.784530442,9.98E-11
AT2G42280,-0.784962195,7.44E-16
AT1G19570,-0.785131864,9.52E-07
AT1G47970,-0.78518792,5.93E-10
AT5G66590,-0.785333039,0.010498041
AT1G71960,-0.785537177,3.33E-08
AT5G45900,-0.785559696,1.12E-07
AT1G12320,-0.785721038,0.002485228
AT1G23440,-0.785782974,0.000635755
AT4G27460,-0.785787952,0.035790685
AT4G18530,-0.786347438,0.000984636
AT5G13550,-0.787702713,3.26E-11
AT4G28390,-0.787779488,8.41E-07
AT5G13110,-0.787941292,2.04E-14
AT2G22770,-0.789210009,0.014684839
AT4G33930,-0.79103232,0.012895021
AT4G17840,-0.791967497,4.77E-13
AT1G75170,-0.794220176,1.98E-12
AT3G17810,-0.794285537,4.52E-15
AT5G01850,-0.79494649,3.52E-09
AT1G14580,-0.795387825,5.07E-05
AT3G06760,-0.796101493,1.09E-12
AT3G21700,-0.796336538,0.000235389
AT1G26380,-0.796579581,7.63E-07
AT1G48320,-0.796697673,9.67E-05
AT4G15530,-0.796824986,5.38E-18
AT5G49680,-0.798113897,0.00023408
AT5G12330,-0.79838348,0.002254303
AT5G59540,-0.798559229,1.57E-11
AT5G58800,-0.798886707,1.74E-15
AT2G36880,-0.799550884,0.000261848
AT2G40890,-0.799785435,3.36E-07
AT5G64520,-0.799902402,2.34E-05
AT1G78380,-0.800320516,0.048744878
AT4G20070,-0.80127779,1.64E-06
AT1G01500,-0.801305744,1.27E-08
AT5G54730,-0.801554792,2.59E-16
AT5G15190,-0.802434296,0.028923938
AT5G26340,-0.80290386,3.02E-07
AT3G21600,-0.802994603,2.99E-05
AT3G20270,-0.803491629,8.42E-07
AT4G15620,-0.803720025,0.027836421
AT3G28340,-0.803851912,0.000976628
AT4G25030,-0.80390677,5.86E-13
AT1G71030,-0.804227058,1.72E-13
AT3G25510,-0.80457865,0.02355137
AT3G19970,-0.804835937,0.005267099
AT4G30390,-0.805492768,4.42E-07
AT1G80300,-0.805902902,1.25E-10
AT3G51430,-0.808409194,5.61E-13
AT3G55950,-0.809722091,0.000112092
AT2G43530,-0.810107139,0.019899834
AT3G60180,-0.810922506,0.000204382
AT5G62865,-0.810983989,1.59E-07
AT1G16310,-0.811706919,0.018164473
AT5G67340,-0.812139352,1.86E-06
AT3G04730,-0.815077332,5.85E-09
AT3G21865,-0.815348052,1.46E-19
AT4G36500,-0.815571184,0.011023447
AT4G00240,-0.816588332,0.002047228
AT4G05390,-0.816972179,5.89E-17
AT4G03460,-0.817561973,1.61E-05
AT2G41835,-0.817678544,3.46E-09
AT3G54990,-0.818256433,0.009067851
AT3G06490,-0.818994438,0.001710111
AT5G24530,-0.819814009,4.23E-05
AT1G14370,-0.820222063,3.46E-09
AT3G18830,-0.820818106,4.86E-16
AT4G14010,-0.821423625,0.000238929
AT1G69610,-0.821538026,0.001055538
AT1G04100,-0.822584669,1.23E-06
AT2G46340,-0.822637878,2.00E-06
AT3G63445,-0.823393948,0.001569677
AT2G39380,-0.823532182,0.002585518
AT5G61010,-0.82367122,7.13E-13
AT4G30530,-0.823695609,0.000314423
AT3G15518,-0.823712493,0.009507299
AT3G22060,-0.825111349,0.004925752
AT3G13275,-0.825289685,0.009221704
AT3G28930,-0.825507121,5.42E-12
AT1G29357,-0.825563935,0.000359241
AT3G16510,-0.825767525,0.003034982
AT1G14540,-0.825852595,0.00051004
AT3G55130,-0.825878713,3.26E-11
AT5G42350,-0.825920038,7.73E-09
AT5G14230,-0.827704569,5.44E-06
AT2G35930,-0.827944503,1.81E-08
AT5G16170,-0.829346737,0.00281224
AT1G13590,-0.829621497,0.033202484
AT3G12920,-0.830011497,9.67E-06
AT3G12500,-0.830046278,0.022509684
AT1G70790,-0.830402358,3.66E-05
AT3G03470,-0.830533827,3.07E-07
AT4G33050,-0.830782366,2.13E-07
AT5G01260,-0.830945234,5.01E-08
AT1G16510,-0.831164206,0.006291099
AT3G19390,-0.831226565,5.96E-05
AT5G54810,-0.831929861,1.29E-11
AT5G41120,-0.831988496,2.05E-05
AT4G15975,-0.832562914,0.003945388
AT3G04060,-0.832587161,2.43E-06
AT1G17240,-0.83282642,0.0140865
AT4G22240,-0.833914488,3.70E-13
AT3G21320,-0.834175674,1.87E-07
AT1G21760,-0.834282474,7.48E-17
AT5G01950,-0.834568967,1.01E-14
AT1G72670,-0.83476522,0.000453459
AT2G17270,-0.835057749,0.012202961
AT2G26530,-0.835446028,0.000159102
AT1G53920,-0.835550059,0.003886928
AT3G01840,-0.836620375,0.003351323
AT3G55970,-0.839767262,4.15E-05
AT4G39940,-0.840553119,4.65E-09
AT5G16410,-0.840616874,6.58E-07
AT3G22460,-0.84194438,2.81E-09
AT1G21360,-0.842316639,0.000197438
AT4G14370,-0.843480673,0.001611779
AT2G41370,-0.843961837,0.018159634
AT3G60200,-0.84437974,3.69E-10
AT1G02065,-0.84469216,0.013901293
AT1G64040,-0.844702741,2.16E-16
AT3G13080,-0.845027839,3.47E-13
AT5G45100,-0.845092586,0.013877273
AT4G15765,-0.845821651,0.002384028
AT3G01420,-0.845994086,0.001438523
AT2G35910,-0.846590075,1.15E-07
AT3G10960,-0.846932169,1.06E-06
AT3G24810,-0.847488326,0.00122013
AT2G28130,-0.84781752,1.95E-09
AT4G36400,-0.847945091,3.49E-19
AT3G09390,-0.849868038,9.36E-23
AT5G01100,-0.84988512,0.000347807
AT5G13420,-0.850095637,1.23E-11
AT1G54570,-0.851212713,1.18E-12
AT5G62540,-0.851237619,1.42E-15
AT5G55390,-0.853716687,7.45E-19
AT5G63850,-0.85386107,4.36E-07
AT4G21910,-0.853906617,0.002686192
AT1G77920,-0.854084731,1.84E-05
AT1G26410,-0.854449895,0.014009848
AT5G05440,-0.854536192,5.88E-23
AT1G30420,-0.855427518,6.68E-09
AT3G59080,-0.855531037,2.89E-07
AT4G23880,-0.855545967,7.48E-05
AT4G30370,-0.856178048,0.04303514
AT2G02390,-0.857366911,1.90E-17
